certamen;origen;fecha;anio;cerveceria;cerveza_ganadora;estilo;estilo_corregido;estilo_limpio;estilo_cliente;premio;medalla_base;tipo_premio;subcategoria;ciudad;pais
Brussels Beer Challenge;Bélgica;2018-10;2018;Paradox Beer Company, Inc.;Salty Lemons;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Bronze Medal;;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2018-10;2018;The Ale Apothecary;Sahalie;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Gold Medal;Oro;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2019-10;2019;Cervejaria Bodebrown Ltda;Bodebrown  Brut Sour Blanc;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Bronze Medal;;Beer;BeerStyle;;Brasil
Brussels Beer Challenge;Bélgica;2019-10;2019;John Martin SA;Timmermans Lambicus Blanche;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Microbrasserie La Souche;Limoilou Beach;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Gold Medal;Oro;Beer;BeerStyle;;Canadá
Brussels Beer Challenge;Bélgica;2019-10;2019;Varvar Brew;Varvar Brew d'Rye;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;Ucrania
Brussels Beer Challenge;Bélgica;2020-10;2020;Cervejaria Cozalinda;Praia do Meio;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;Brasil
Brussels Beer Challenge;Bélgica;2020-10;2020;Hof ten Dormaal;Kriek Whiskey BA;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2020-10;2020;New Glarus Brewing Company;Summer Sour;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2020-10;2020;Sam De Cuyper;Flower Power;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Brouwerij De Brabandere;Petrus Aged Pale;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Cervejaria Masterpiece;Masterpiece Dark Sour;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Gold Medal;Oro;Beer;BeerStyle;;Brasil
Brussels Beer Challenge;Bélgica;2021-10;2021;Cervejaria Masterpiece;Masterpiece Mona Lisa - Catharina Sour com seriguela e morango;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;Brasil
Brussels Beer Challenge;Bélgica;2021-10;2021;Stanislaus Brewskovitch Brouwerij BV;Unter den Linden;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;Países Bajos
Brussels Beer Challenge;Bélgica;2022-10;2022;Cervejaria Masterpiece;Masterpiece Catharina Sour with Jabuticaba;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Brasil
Brussels Beer Challenge;Bélgica;2022-10;2022;Hinterland Brewery;Grand Cru 22;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Gold Medal;Oro;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2022-10;2022;Swinkels Family Brewers;Rodenbach Vintage;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;Urban Artifact;Teak;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2023-10;2023;Cervejaria Masterpiece;Masterpiece Van Gogh;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Brasil
Brussels Beer Challenge;Bélgica;2023-10;2023;Hop Bros Cervejaria Artesanal;Everest;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Brasil
Brussels Beer Challenge;Bélgica;2023-10;2023;Lindemans nv;Goyck;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2023-10;2023;Wäls;Wäls Berliner;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;Brasil
Brussels Beer Challenge;Bélgica;2024-10;2024;Cervejaria Karsten (Indústria e Comércio de Bebidas Jaraguá LTDA);Karsten Adambier;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;Brasil
Brussels Beer Challenge;Bélgica;2024-10;2024;Grain Town Brewery;Kokucho Ale Sour;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Japón
Brussels Beer Challenge;Bélgica;2024-10;2024;Lindemans nv;Goyck;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2024-10;2024;Urbrew (China) Craft Beer Co., Ltd.;Urbrew Smoked Sour Ale;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;China
Brussels Beer Challenge;Bélgica;2025-10;2025;Big Jack Cervejaria;Cajueira;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Bronce Medal;Bronce;Beer;BeerStyle;;Brasil
Brussels Beer Challenge;Bélgica;2025-10;2025;Master Gao Brewing Co.;Sour Yeah sour IPA;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Plata Medal;Plata;Beer;BeerStyle;;China
Brussels Beer Challenge;Bélgica;2025-10;2025;New Glarus Brewing Company;Champ du Blanc;Other Sour Ale;Other Sour Ale;Other Sour Ale;Sour Ale;Oro Medal;Oro;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2018-10;2018;Vanuxeem;Queue de Charrue vieille brune;Oud Bruin (Flanders Brown Ale);Oud Bruin;Oud Bruin;Belgian Sour Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie Vanuxeem;Queue de Charrue vieille brune;Oud Bruin (Flanders Brown Ale);Oud Bruin;Oud Bruin;Belgian Sour Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Duvel Moortgat;Liefmans Goudenband;Oud Bruin (Flanders Brown Ale);Oud Bruin;Oud Bruin;Belgian Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Firestone;West Odnar;Oud Bruin (Flanders Brown Ale);Oud Bruin;Oud Bruin;Belgian Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2020-10;2020;Brasserie Vanuxeem;Queue de Charrue vieille brune;Oud Bruin (Flanders Brown Ale);Oud Bruin;Oud Bruin;Belgian Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2020-10;2020;Duvel Moortgat;Liefmans Goudenband;Oud Bruin (Flanders Brown Ale);Oud Bruin;Oud Bruin;Belgian Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Brouwerij Verhaeghe Vichte;Duchesse de Bourgogne;Oud Bruin (Flanders Brown Ale);Oud Bruin;Oud Bruin;Belgian Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Lazy Guys Brew;Out of the Depth;Oud Bruin (Flanders Brown Ale);Oud Bruin;Oud Bruin;Belgian Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;China
Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie Vanuxeem;Queue de Charrue Vieille Brune;Oud Bruin (Flanders Brown Ale);Oud Bruin;Oud Bruin;Belgian Sour Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;Brouwcompagnie Rolling Hills;Oud Bruin Barrel Reserve;Oud Bruin (Flanders Brown Ale);Oud Bruin;Oud Bruin;Belgian Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;De Nachtraafbrouwers;Nachtraaf West-Vlaams Oud Bruin;Oud Bruin (Flanders Brown Ale);Oud Bruin;Oud Bruin;Belgian Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;Duvel Moortgat;Liefmans Goudenband;Oud Bruin (Flanders Brown Ale);Oud Bruin;Oud Bruin;Belgian Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2023-10;2023;New Glarus Brewing Company;Enigma 23;Oud Bruin (Flanders Brown Ale);Oud Bruin;Oud Bruin;Belgian Sour Ale;Gold Medal;Oro;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2024-10;2024;Duvel Moortgat NV;Liefmans Goudenband;Oud Bruin (Flanders Brown Ale);Oud Bruin;Oud Bruin;Belgian Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie Vanuxeem;Queue de Charrue Vieille Brune;Oud Bruin (Flanders Brown Ale);Oud Bruin;Oud Bruin;Belgian Sour Ale;Plata Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2025-10;2025;Brouwerij Van Steenberge;Monk's Café Grand Cru;Oud Bruin (Flanders Brown Ale);Oud Bruin;Oud Bruin;Belgian Sour Ale;Oro Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2018-10;2018;Brouwerij Rodenbach - Swinkels Family Brewers Belgium;Rodenbach Classic;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Bronze Medal;;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2018-10;2018;Brouwerij Rodenbach - Swinkels Family Brewers Belgium;Rodenbach Grand Cru;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2018-10;2018;Brouwerij Van Honsebrouck;Bacchus Oud Bruin;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Birrificio del Ducato srl;Oud Brunello;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Bronze Medal;;Beer;BeerStyle;;Italia
Brussels Beer Challenge;Bélgica;2019-10;2019;Brouwerij Rodenbach - Swinkels Family Brewers Belgium;Rodenbach Grand Cru;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Brouwerij Verhaeghe Vichte;Duchesse de Bourgogne;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2019-10;2019;Varvar Brew;Varvar Brew Carmine;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;Ucrania
Brussels Beer Challenge;Bélgica;2020-10;2020;Tsai's Actual Brewing Co., Ltd.;Tsai's Flanders Red Ale;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;Taiwan
Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie Vanuxeem;Queue de Charrue Vieille Brune;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Palm N.v.;Rodenbach Grand Cru;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2021-10;2021;Sosab BV;XII Flemish Red Ale;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;Sosab BV;XII Flemish Red Ale;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2022-10;2022;Swinkels Family Brewers;Rodenbach Grand Cru;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2023-10;2023;Swinkels Family Brewers;Rodenbach Alexander;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2023-10;2023;Swinkels Family Brewers;Rodenbach Classic;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2023-10;2023;Swinkels Family Brewers;Rodenbach Grand Cru;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2024-10;2024;Brouwerijen Palm, De Hoorn/Rodenbach;Rodenbach Grand Cru;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2024-10;2024;Jinan Quanmai Brewing Co.,ltd;QuanCheng Flanders Red Ale;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Bronze Medal;Bronce;Beer;BeerStyle;;China
Brussels Beer Challenge;Bélgica;2024-10;2024;Science of Sour Ale Brewing;Sosab Flemish Red Ale Xii;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie de la Senne;Crianza;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Oro Medal;Oro;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2025-10;2025;Brouwerij Strubbe;Ichtegem's Grand Cru;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Belgian Sour Ale;Bronce Medal;Bronce;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2025-10;2025;Cerveja Stannis;Scarlett Flanders;Oud Rood (Flanders Red Ale);Flanders Red Ale;Flanders Red Ale;Oud Bruin;Plata Medal;Plata;Beer;BeerStyle;;Brasil
Brussels Beer Challenge;Bélgica;2018-10;2018;Firestone Walker Brewing Co.;Union Jack;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Silver Medal;Plata;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2018-10;2018;Pelican Brewing Company;Beak Bender Hoppinated Ipa;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Gold Medal;Oro;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2018-10;2018;Sierra Nevada Brewing Co;Tropical Torpedo;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2019-10;2019;Boxing Cat Brewery;Tko Ipa;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Bronze Medal;;Beer;BeerStyle;;China
Brussels Beer Challenge;Bélgica;2019-10;2019;Pelican Brewing Company;Beak Bender Hoppinated Ipa;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2020-10;2020;Societe Brewing Company;The Pupil;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Silver Medal;Plata;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2021-10;2021;No-Li Brewhouse;Big Juicy;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2021-10;2021;Societe Brewing Company;The Pupil;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Silver Medal;Plata;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2021-10;2021;Wormtown Brewery;Be Hoppy;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Gold Medal;Oro;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2022-10;2022;Revision Brewing Company;Emerald Bay IPA;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Gold Medal;Oro;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2023-10;2023;Kinnegar Brewing;Scraggy Bay;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Silver Medal;Plata;Beer;BeerStyle;;Irlanda
Brussels Beer Challenge;Bélgica;2023-10;2023;Maui Brewing Co.;Big Swell IPA;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2023-10;2023;Pfriem Beer;West Coast IPA;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Gold Medal;Oro;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2024-10;2024;Brasserie Mélusine;Sabro's Féerique;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Silver Medal;Plata;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2024-10;2024;No.18 Brewery;Tiao Dong Who DDH;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Gold Medal;Oro;Beer;BeerStyle;;China
Brussels Beer Challenge;Bélgica;2024-10;2024;Pfriem Beer;West Coast IPA;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2025-10;2025;28 Toccalmatto srls;Zona Cesarini;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Bronce Medal;Bronce;Beer;BeerStyle;;Italia
Brussels Beer Challenge;Bélgica;2025-10;2025;Night Shift Brewing;Santilli;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Plata Medal;Plata;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2025-10;2025;No.18 Brewery;Retro Futrurism NZ IPA;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Oro Medal;Oro;Beer;BeerStyle;;China
Brussels Beer Challenge;Bélgica;2025-10;2025;Pfriem Family Brewers;West Coast IPA;Pacific Ipa;Pacific Ipa;Pacific Ipa;Ipa;Bronce Medal;Bronce;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2020-10;2020;Reuben's Brews;Crikey IPA;Pacific IPABest North American Beer 2020;Pacific Ipa;Pacific Ipa;Ipa;Best EEUU Beer;Oro;Beer;BeerPais;;EEUU
Brussels Beer Challenge;Bélgica;2018-10;2018;Belgo Sapiens Brewers - Brasserie Ceres Belgique SPRL;Ptit Granit;Porter;Porter;Porter;Porter;Bronze Medal;;Beer;BeerStyle;;Bélgica
Brussels Beer Challenge;Bélgica;2018-10;2018;Left Hand Brewing Company;Death Before Disco;Porter;Porter;Porter;Porter;Silver Medal;Plata;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2018-10;2018;Ottakringer Brauerei;Brauwerk Porter;Porter;Porter;Porter;Porter;Silver Medal;Plata;Beer;BeerStyle;;Austria
Brussels Beer Challenge;Bélgica;2018-10;2018;Port City Brewing Company;Porter;Porter;Porter;Porter;Porter;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2018-10;2018;Riedenburger Brauhaus Michael Krieger GmbH/Co.KG;Riedenburger Dolden Dark;Porter;Porter;Porter;Porter;Bronze Medal;;Beer;BeerStyle;;Alemania
Brussels Beer Challenge;Bélgica;2019-10;2019;Birrificio La Villana - Centoundici srl;Uncino;Porter;Porter;Porter;Porter;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
Brussels Beer Challenge;Bélgica;2019-10;2019;Kinnegar Brewing;Yannaroddy;Porter;Porter;Porter;Porter;Gold Medal;Oro;Beer;BeerStyle;;Irlanda
Brussels Beer Challenge;Bélgica;2019-10;2019;Microbrasserie Pit Caribou;Gaspésienne #13;Porter;Porter;Porter;Porter;Silver Medal;Plata;Beer;BeerStyle;;Canadá
Brussels Beer Challenge;Bélgica;2020-10;2020;Microbrasserie Pit Caribou;La Gaspésienne #13;Porter;Porter;Porter;Porter;Gold Medal;Oro;Beer;BeerStyle;;Canadá
Brussels Beer Challenge;Bélgica;2020-10;2020;SAS Brasserie Stéphanoise;La Machurée;Porter;Porter;Porter;Porter;Silver Medal;Plata;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie Mélusine;Nonnette;Porter;Porter;Porter;Porter;Silver Medal;Plata;Beer;BeerStyle;;Francia
Brussels Beer Challenge;Bélgica;2021-10;2021;Healdsburg Beer Co;HBC Porter;Porter;Porter;Porter;Porter;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2021-10;2021;Microbrasserie Pit Caribou;Gaspésienne #13;Porter;Porter;Porter;Porter;Gold Medal;Oro;Beer;BeerStyle;;Canadá
Brussels Beer Challenge;Bélgica;2022-10;2022;Birra Puddu s.r.l.;Porter;Porter;Porter;Porter;Porter;Silver Medal;Plata;Beer;BeerStyle;;Italia
Brussels Beer Challenge;Bélgica;2022-10;2022;Birrificio Mezzavia;Corba;Porter;Porter;Porter;Porter;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
Brussels Beer Challenge;Bélgica;2022-10;2022;NEWME Brewery;Dark Cloud Porter;Porter;Porter;Porter;Porter;Bronze Medal;Bronce;Beer;BeerStyle;;China
Brussels Beer Challenge;Bélgica;2022-10;2022;Reuben's Brews;Robust Porter;Porter;Porter;Porter;Porter;Gold Medal;Oro;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2023-10;2023;Birra Puddu;Porter;Porter;Porter;Porter;Porter;Gold Medal;Oro;Beer;BeerStyle;;Italia
Brussels Beer Challenge;Bélgica;2023-10;2023;Hammer Italian Craft Beer-Brigati Srl;Bulk;Porter;Porter;Porter;Porter;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
Brussels Beer Challenge;Bélgica;2023-10;2023;Port City Brewing Company;Port City Porter;Porter;Porter;Porter;Porter;Silver Medal;Plata;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2023-10;2023;Reuben's Brews;Robust Porter;Porter;Porter;Porter;Porter;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2024-10;2024;Birra Puddu;Porter;Porter;Porter;Porter;Porter;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
Brussels Beer Challenge;Bélgica;2025-10;2025;Birra Puddu;Porter;Porter;Porter;Porter;Porter;Plata Medal;Plata;Beer;BeerStyle;;Italia
Brussels Beer Challenge;Bélgica;2025-10;2025;Microbrasserie Pit Caribou;Gaspésienne no. 13;Porter;Porter;Porter;Porter;Oro Medal;Oro;Beer;BeerStyle;;Canadá
Brussels Beer Challenge;Bélgica;2025-10;2025;Newme Brewery;Dark porter;Porter;Porter;Porter;Porter;Bronce Medal;Bronce;Beer;BeerStyle;;China
Brussels Beer Challenge;Bélgica;2024-10;2024;River North Brewery;Uptown Squirrel;Porter Best American Beer 2024;Porter;Porter;Porter;Best EEUU Beer;Oro;Beer;BeerPais;;EEUU
Brussels Beer Challenge;Bélgica;2018-10;2018;Boston Beer Company;Samuel Adams Pumpkin Ale;Pumpkin ale;Pumpkin Ale;Pumpkin Ale;Pumpkin Ale;Silver Medal;Plata;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2018-10;2018;Rahr/Sons Brewing Co.;Pumpkin Ale;Pumpkin ale;Pumpkin Ale;Pumpkin Ale;Pumpkin Ale;Gold Medal;Oro;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2019-10;2019;Lakefront Brewery;Brandy Barrel-Aged Imperial Pumpkin Ale;Pumpkin ale;Pumpkin Ale;Pumpkin Ale;Pumpkin Ale;Gold Medal;Oro;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2019-10;2019;Low Land Brewery;Pumpkin Ale;Pumpkin ale;Pumpkin Ale;Pumpkin Ale;Pumpkin Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
Brussels Beer Challenge;Bélgica;2021-10;2021;Wormtown Brewery;Fresh Patch;Pumpkin ale;Pumpkin Ale;Pumpkin Ale;Pumpkin Ale;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
Brussels Beer Challenge;Bélgica;2024-10;2024;Cervejaria Turatti;Feitiçaria Noturna;Pumpkin Beer;Pumpkin Beer;Pumpkin Ale;Pumpkin Ale;Best Brazilian Beer;Oro;Beer;BeerPais;;Brasil
Brussels Beer Challenge;Bélgica;2018-10;2018;Birrificio Mezzavia;Nautilus;Russian Imperial Stout;Russian Imperial Stout;Russian Imperial Stout;Stout;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
Brussels Beer Challenge;Bélgica;2018-10;2018;Craft Brew Riots;Raskolnikov Imperial Stout;Russian Imperial Stout;Russian Imperial Stout;Russian Imperial Stout;Stout;Gold Medal;Oro;Beer;BeerStyle;;Rusia
Brussels Beer Challenge;Bélgica;2018-10;2018;Master Gao Brewing Co. of Nanjing;Lunar Eclipse;Russian Imperial Stout;Russian Imperial Stout;Russian Imperial Stout;Stout;Bronze Medal;;Beer;BeerStyle;;China
